order_id,customer_id,order_date,customer_region,payment_method,shipping_type,total_quantity_sold,subtotal,shipping_fee,order_total
3938,1328,2024-06-19,North America,PayPal,Express,2,182.26,12.99,195.25
3939,227,2022-12-11,Europe,UPI,Standard,8,1244.0,0.0,1244.0
3940,1062,2023-08-17,Africa,Credit Card,Standard,2,262.88,0.0,262.88
3941,351,2023-01-09,Europe,PayPal,Express,4,525.92,0.0,525.92
3942,1070,2022-05-09,South America,Bank Transfer,Standard,5,2639.36,0.0,2639.36
3943,1658,2023-05-31,North America,Debit Card,Standard,1,79.5,5.99,85.49
3944,1635,2023-08-12,South America,PayPal,Standard,1,145.31,5.99,151.3
3945,271,2023-09-30,Middle East,UPI,Same Day,5,496.86,0.0,496.86
3946,1180,2022-08-24,Africa,UPI,Standard,2,240.28,5.99,246.27
3947,321,2023-11-07,North America,Bank Transfer,Express,8,231.0,12.99,243.99
3948,1189,2022-05-14,Asia,Debit Card,Standard,1,708.5,0.0,708.5
3949,1273,2023-10-24,Asia,Bank Transfer,Express,3,967.82,0.0,967.82
3950,1887,2023-04-13,South America,Debit Card,Standard,2,116.18,5.99,122.17
3951,1652,2023-06-24,Africa,Credit Card,Express,3,274.62,0.0,274.62
3952,1609,2024-07-01,Europe,UPI,Standard,1,93.87,5.99,99.86
3953,963,2024-05-12,North America,Apple Pay,Express,4,233.72,12.99,246.71
3954,10,2024-06-21,Asia,UPI,Express,3,100.95,12.99,113.94
3955,1608,2023-02-20,Asia,Credit Card,Standard,5,137.24,5.99,143.23
3956,465,2022-03-14,North America,Debit Card,Standard,2,204.76,5.99,210.75
3957,550,2024-09-21,North America,Apple Pay,Standard,4,361.74,0.0,361.74
3958,574,2024-08-30,North America,Bank Transfer,Standard,2,554.02,0.0,554.02
3959,1561,2023-12-18,Africa,Apple Pay,Express,4,259.2,0.0,259.2
3960,1552,2023-08-22,Africa,Credit Card,Express,3,529.65,0.0,529.65
3961,801,2024-02-09,South America,Debit Card,Standard,3,1003.92,0.0,1003.92
3962,243,2022-09-30,Middle East,Apple Pay,Express,1,65.21,12.99,78.2
3963,1683,2022-10-27,South America,Debit Card,Standard,4,693.68,0.0,693.68
3964,1642,2022-04-12,Middle East,Debit Card,Express,1,747.06,0.0,747.06
3965,1296,2024-02-05,Europe,Debit Card,Express,3,100.35,12.99,113.34
3966,823,2024-09-02,South America,Debit Card,Standard,3,464.77,0.0,464.77
3967,127,2024-09-05,Africa,PayPal,Standard,2,67.18,5.99,73.17
3968,1229,2024-07-07,Middle East,UPI,Standard,2,1008.7,0.0,1008.7
3969,1371,2024-04-07,Middle East,PayPal,Express,5,1256.42,0.0,1256.42
3970,1568,2024-01-13,Europe,Credit Card,Standard,1,141.51,5.99,147.5
3971,1251,2023-10-01,Asia,Credit Card,Standard,5,1020.92,0.0,1020.92
3972,1265,2022-06-08,Europe,Apple Pay,Standard,1,254.4,0.0,254.4
3973,433,2024-03-16,South America,Credit Card,Standard,6,744.98,0.0,744.98
3974,1969,2022-07-21,North America,Credit Card,Standard,4,260.64,0.0,260.64
3975,201,2022-06-15,Europe,Credit Card,Express,4,851.69,0.0,851.69
3976,1532,2024-03-08,South America,Bank Transfer,Express,4,248.13,12.99,261.12
3977,611,2024-11-05,Middle East,Debit Card,Standard,2,222.96,5.99,228.95
3978,682,2024-08-06,Africa,Credit Card,Standard,8,1263.91,0.0,1263.91
3979,28,2022-01-03,South America,UPI,Standard,4,2110.51,0.0,2110.51
3980,150,2023-11-21,Asia,Bank Transfer,Standard,12,1033.86,0.0,1033.86
3981,1483,2022-06-29,North America,Bank Transfer,Standard,2,110.1,5.99,116.09
3982,216,2023-07-11,Africa,Debit Card,Standard,4,790.11,0.0,790.11
3983,376,2022-02-22,Middle East,Debit Card,Standard,5,490.85,0.0,490.85
3984,689,2024-12-24,Africa,PayPal,Standard,2,233.18,5.99,239.17
3985,451,2023-03-16,Europe,Debit Card,Standard,1,738.55,0.0,738.55
3986,1947,2022-09-22,Europe,PayPal,Standard,6,237.57,5.99,243.56
3987,1115,2024-01-28,South America,Apple Pay,Same Day,3,303.04,0.0,303.04
3988,1753,2022-10-25,Africa,PayPal,Express,1,503.81,0.0,503.81
3989,389,2024-09-12,Europe,Credit Card,Same Day,1,25.34,21.99,47.33
3990,533,2023-07-13,Europe,UPI,Standard,3,292.45,0.0,292.45
3991,122,2023-02-20,South America,Debit Card,Standard,2,281.68,0.0,281.68
3992,654,2024-12-05,Asia,Bank Transfer,Standard,1,17.44,5.99,23.43
3993,297,2022-07-29,Asia,UPI,Express,1,327.38,0.0,327.38
3994,794,2023-04-28,Africa,UPI,Standard,1,19.38,5.99,25.37
3995,1405,2024-02-11,North America,PayPal,Same Day,8,1380.04,0.0,1380.04
3996,1012,2024-08-07,Middle East,Apple Pay,Standard,1,160.5,5.99,166.49
3997,1423,2024-07-09,South America,UPI,Standard,8,1161.78,0.0,1161.78
3998,1363,2024-09-14,Middle East,Credit Card,Standard,8,2923.69,0.0,2923.69
3999,571,2023-06-09,South America,Credit Card,Standard,1,723.86,0.0,723.86
4000,21,2024-10-17,South America,PayPal,Standard,1,110.2,5.99,116.19
4001,1680,2024-03-16,Europe,Debit Card,Standard,2,149.05,5.99,155.04
4002,1646,2023-02-22,North America,PayPal,Standard,3,1506.48,0.0,1506.48
4003,820,2022-01-24,Africa,Bank Transfer,Standard,6,438.36,0.0,438.36
4004,1515,2024-06-07,Africa,Apple Pay,Express,4,331.06,0.0,331.06
4005,778,2023-07-02,North America,PayPal,Standard,3,288.81,0.0,288.81
4006,1310,2024-02-07,Asia,PayPal,Standard,6,854.96,0.0,854.96
4007,1028,2022-11-26,Middle East,UPI,Standard,2,246.82,5.99,252.81
4008,670,2023-05-11,Europe,Credit Card,Standard,1,117.64,5.99,123.63
4009,1789,2022-05-03,Asia,UPI,Express,9,1445.16,0.0,1445.16
4010,553,2023-05-08,South America,UPI,Express,4,1879.44,0.0,1879.44
4011,1619,2024-10-16,Asia,Credit Card,Standard,2,105.48,5.99,111.47
4012,156,2023-12-14,Asia,PayPal,Standard,10,2107.17,0.0,2107.17
4013,1224,2023-01-07,North America,PayPal,Standard,6,187.1,5.99,193.09
4014,1200,2022-06-24,Africa,UPI,Express,2,250.62,0.0,250.62
4015,885,2022-03-27,North America,PayPal,Standard,5,2465.79,0.0,2465.79
4016,871,2022-05-11,Africa,Bank Transfer,Express,7,343.46,0.0,343.46
4017,1114,2024-12-22,Africa,PayPal,Standard,1,51.45,5.99,57.44
4018,62,2022-10-04,Middle East,Debit Card,Standard,1,62.25,5.99,68.24
4019,678,2022-10-23,South America,PayPal,Standard,3,310.98,0.0,310.98
4020,1412,2022-08-07,Africa,Debit Card,Standard,4,630.83,0.0,630.83
4021,1045,2023-10-30,North America,Bank Transfer,Standard,1,17.58,5.99,23.57
4022,784,2024-05-26,Asia,PayPal,Standard,3,960.33,0.0,960.33
4023,1553,2024-02-03,North America,UPI,Standard,1,126.55,5.99,132.54
4024,1513,2023-04-06,South America,Apple Pay,Standard,1,66.3,5.99,72.29
4025,1579,2023-07-12,Africa,Credit Card,Standard,1,134.97,5.99,140.96
4026,567,2023-11-17,Africa,UPI,Standard,6,160.77,5.99,166.76
4027,804,2022-02-12,Asia,PayPal,Express,2,199.79,12.99,212.78
4028,686,2022-07-17,Middle East,PayPal,Express,1,19.97,12.99,32.96
4029,1907,2023-01-26,South America,Debit Card,Standard,2,330.48,0.0,330.48
4030,604,2022-09-13,South America ,UPI,Standard,1,140.79,5.99,146.78
4031,415,2023-01-19,South America,Apple Pay,Standard,1,28.5,5.99,34.49
4032,1716,2022-09-25,South America,UPI,Standard,2,326.72,0.0,326.72
4033,596,2022-01-16,Africa,Bank Transfer,Standard,1,30.72,5.99,36.71
4034,1696,2024-12-29,South America,Credit Card,Express,1,578.16,0.0,578.16
4035,1628,2023-06-26,Middle East,PayPal,Standard,5,305.65,0.0,305.65
4036,1973,2024-04-27,South America,Credit Card,Express,2,192.28,12.99,205.27
4037,335,2023-03-17,North America,PayPal,Standard,3,209.04,5.99,215.03
4038,1105,2023-10-06,Middle East,Apple Pay,Standard,5,2232.85,0.0,2232.85
4039,1904,2024-07-18,Africa,Apple Pay,Standard,10,375.29,0.0,375.29
4040,809,2023-08-28,Asia,UPI,Standard,2,436.62,0.0,436.62
4041,1560,2022-03-14,South America,UPI,Standard,7,2535.15,0.0,2535.15
4042,1138,2023-03-27,Asia,UPI,Standard,2,1484.0,0.0,1484.0
4043,97,2022-12-12,Africa,PayPal,Standard,1,81.86,5.99,87.85
4044,502,2024-05-26,Middle East,UPI,Standard,2,76.58,5.99,82.57
4045,73,2024-12-14,Asia,Credit Card,Standard,1,53.33,5.99,59.32
4046,1265,2023-03-23,Europe,Bank Transfer,Express,3,991.7,0.0,991.7
4047,1059,2024-06-28,South America,Debit Card,Express,1,143.52,12.99,156.51
4048,1407,2023-01-28,North America,Apple Pay,Standard,2,157.22,5.99,163.21
4049,1784,2022-11-25,Middle East,PayPal,Express,4,294.52,0.0,294.52
4050,520,2024-10-11,Africa,Bank Transfer,Standard,1,35.89,5.99,41.88
4051,124,2024-09-03,Asia,Apple Pay,Standard,1,66.83,5.99,72.82
4052,1730,2022-04-24,Asia,Bank Transfer,Standard,4,238.94,5.99,244.93
4053,494,2023-08-16,North America,Debit Card,Standard,1,228.81,5.99,234.8
4054,970,2022-05-17,Middle East,Credit Card,Same Day,8,1533.92,0.0,1533.92
4055,1354,2023-03-11,Africa,UPI,Same Day,4,136.94,21.99,158.93
4056,405,2022-08-12,Europe,PayPal,Standard,7,648.2,0.0,648.2
4057,1567,2022-02-01,North America,UPI,Standard,2,226.6,5.99,232.59
4058,777,2023-12-08,South America ,Bank Transfer,Standard,2,63.96,5.99,69.95
4059,61,2023-11-01,North America,Debit Card,Standard,2,122.88,5.99,128.87
4060,1280,2024-11-25,Middle East,PayPal,Standard,2,69.3,5.99,75.29
4061,1102,2024-12-20,South America,UPI,Standard,4,114.98,5.99,120.97
4062,500,2023-10-01,Europe,UPI,Express,1,129.11,12.99,142.1
4063,1692,2024-02-13,Asia,PayPal,Standard,1,485.26,0.0,485.26
4064,1872,2024-11-17,Europe,Debit Card,Standard,2,646.2,0.0,646.2
4065,238,2024-07-24,Asia,Debit Card,Standard,4,521.52,0.0,521.52
4066,1597,2024-03-01,South America,PayPal,Express,4,608.71,0.0,608.71
4067,825,2023-06-17,Middle East,,Standard,10,2671.87,0.0,2671.87
4068,1647,2022-10-25,Asia,Apple Pay,Standard,2,14.0,5.99,19.99
4069,1224,2022-11-17,North America,Credit Card,Standard,5,415.68,0.0,415.68
4070,431,2022-05-22,South America,Credit Card,Standard,6,1881.35,0.0,1881.35
4071,451,2023-08-14,Europe,Debit Card,Express,1,31.83,12.99,44.82
4072,1943,2022-12-09,North America,PayPal,Standard,2,34.94,5.99,40.93
4073,1858,2023-09-08,South America,Bank Transfer,Standard,2,614.77,0.0,614.77
4074,1881,2024-07-27,Africa,PayPal,Standard,2,226.04,5.99,232.03
4075,1167,2024-06-11,South America,Debit Card,Standard,1,158.2,5.99,164.19
4076,523,2023-03-07,South America,Credit Card,Standard,2,113.84,5.99,119.83
4077,97,2023-12-31,Africa,Apple Pay,Express,3,264.39,0.0,264.39
4078,572,2023-11-11,Europe,UPI,Express,2,411.82,0.0,411.82
4079,1305,2024-12-01,Europe,Bank Transfer,Same Day,2,96.27,21.99,118.26
4080,879,2023-05-25,North America,PayPal,Same Day,1,40.07,21.99,62.06
4081,1560,2024-02-17,South America,Credit Card,Standard,12,278.15,0.0,278.15
4082,1752,2024-01-04,Europe,PayPal,Standard,1,201.85,5.99,207.84
4083,1790,2022-03-21,Middle East,Credit Card,Express,1,61.59,12.99,74.58
4084,1087,2024-01-15,North America,Credit Card,Standard,8,1810.99,0.0,1810.99
4085,1473,2023-04-18,Africa,UPI,Standard,5,293.44,0.0,293.44
4086,213,2023-07-01,Asia,Bank Transfer,Standard,3,88.14,5.99,94.13
4087,1359,2022-06-10,Asia,Apple Pay,Standard,1,195.33,5.99,201.32
4088,1128,2023-02-05,Asia,Apple Pay,Express,3,535.78,0.0,535.78
4089,789,2024-03-03,South America,Bank Transfer,Express,3,598.36,0.0,598.36
4090,558,2022-07-25,Asia,PayPal,Standard,5,2989.1,0.0,2989.1
4091,1706,2022-11-28,Asia,Credit Card,Standard,3,291.02,0.0,291.02
4092,1156,2024-02-04,Middle East,Apple Pay,Standard,6,3361.46,0.0,3361.46
4093,312,2023-08-18,South America,Apple Pay,Standard,1,173.42,5.99,179.41
4094,312,2022-01-18,South America,PayPal,Standard,1,456.45,0.0,456.45
4095,89,2023-03-22,Middle East,UPI,Express,1,81.34,12.99,94.33
4096,1922,2022-09-25,Middle East,Bank Transfer,Standard,6,848.81,0.0,848.81
4097,1170,2023-03-12,Asia,UPI,Standard,1,67.31,5.99,73.3
4098,622,2023-12-28,Africa,Credit Card,Express,1,170.4,12.99,183.39
4099,469,2024-01-15,North America,PayPal,Express,5,1106.16,0.0,1106.16
4100,827,2024-08-02,North America,UPI,Standard,5,545.1,0.0,545.1
4101,1190,2024-07-13,North America,PayPal,Standard,3,400.15,0.0,400.15
4102,1187,2024-06-06,Middle East,Debit Card,Standard,5,176.26,5.99,182.25
4103,1334,2022-08-25,Africa,PayPal,Standard,2,351.96,0.0,351.96
4104,1294,2023-06-30,South America,PayPal,Standard,5,443.42,0.0,443.42
4105,1560,2022-12-18,South America,PayPal,Express,2,143.2,12.99,156.19
4106,1875,2023-08-08,Africa,Bank Transfer,Standard,3,827.3,0.0,827.3
4107,1918,2024-03-30,Asia,PayPal,Standard,3,661.08,0.0,661.08
4108,1312,2022-07-29,Middle East,PayPal,Standard,2,199.72,5.99,205.71
4109,863,2024-09-26,Europe,Credit Card,Standard,4,246.18,5.99,252.17
4110,403,2023-10-14,Middle East,Credit Card,Standard,1,888.27,0.0,888.27
4111,1706,2023-02-22,Asia,Bank Transfer,Standard,1,661.06,0.0,661.06
4112,1547,2024-09-07,Asia,Bank Transfer,Express,1,62.56,12.99,75.55
4113,208,2022-10-11,South America,Credit Card,Standard,1,143.17,5.99,149.16
4114,666,2023-11-21,Europe,Bank Transfer,Same Day,6,352.24,0.0,352.24
4115,1709,2024-10-27,Africa,PayPal,Standard,8,3337.78,0.0,3337.78
4116,1784,2022-08-29,Middle East,PayPal,Standard,6,1414.93,0.0,1414.93
4117,1692,2022-06-20,Asia,PayPal,Express,2,60.46,12.99,73.45
4118,98,2022-10-13,Asia,Apple Pay,Express,2,1513.36,0.0,1513.36
4119,1315,2023-03-10,Asia,Bank Transfer,Express,7,1511.07,0.0,1511.07
4120,569,2022-01-01,Africa,UPI,Same Day,1,37.32,21.99,59.31
4121,542,2023-10-25,Europe,Debit Card,Standard,2,1035.84,0.0,1035.84
4122,32,2022-01-30,Asia,,Standard,4,123.88,5.99,129.87
4123,597,2023-06-02,Middle East,Credit Card,Standard,5,267.52,0.0,267.52
4124,1405,2022-06-01,North America,UPI,Standard,5,842.8,0.0,842.8
4125,785,2023-09-19,North America,Apple Pay,Standard,4,664.31,0.0,664.31
4126,1179,2024-09-26,Europe,Bank Transfer,Standard,5,186.26,5.99,192.25
4127,313,2024-09-18,Middle East,Bank Transfer,Standard,3,100.59,5.99,106.58
4128,1621,2023-12-22,Asia,Apple Pay,Standard,4,432.28,0.0,432.28
4129,1341,2023-03-04,North America,Bank Transfer,Standard,6,805.49,0.0,805.49
4130,720,2022-05-27,Asia,Credit Card,Standard,6,2961.12,0.0,2961.12
4131,681,2022-11-20,Asia,UPI,Express,5,2166.12,0.0,2166.12
4132,1379,2023-04-01,North America,Apple Pay,Standard,5,1707.9,0.0,1707.9
4133,497,2022-07-19,Africa,Debit Card,Express,6,1101.62,0.0,1101.62
4134,1279,2023-05-12,Africa,Bank Transfer,Standard,2,289.42,0.0,289.42
4135,250,2022-05-19,Asia,Credit Card,Standard,10,3093.74,0.0,3093.74
4136,1474,2024-12-28,Middle East,Debit Card,Express,2,73.78,12.99,86.77
4137,453,2024-04-15,Europe,PayPal,Standard,3,810.51,0.0,810.51
4138,1322,2022-02-18,South America,Debit Card,Express,6,443.06,0.0,443.06
4139,1673,2022-04-14,Asia,Bank Transfer,Standard,1,63.35,5.99,69.34
4140,729,2023-05-02,North America,Debit Card,Express,5,654.19,0.0,654.19
4141,1444,2024-04-20,Middle East,Debit Card,Standard,5,99.15,5.99,105.14
4142,1688,2023-11-27,Middle East,PayPal,Standard,1,122.34,5.99,128.33
4143,1393,2022-01-13,Africa,Bank Transfer,Standard,1,48.61,5.99,54.6
4144,49,2022-06-27,Europe,Bank Transfer,Standard,3,79.32,5.99,85.31
4145,541,2024-11-30,North America,PayPal,Express,8,2140.45,0.0,2140.45
4146,527,2022-03-19,Asia,UPI,Standard,3,247.02,5.99,253.01
4147,1964,2024-12-14,Middle East,UPI,Standard,2,102.38,5.99,108.37
4148,1293,2024-04-22,Europe,PayPal,Standard,4,2326.86,0.0,2326.86
4149,342,2022-07-25,South America,Debit Card,Express,10,744.98,0.0,744.98
4150,1648,2024-12-12,North America,Credit Card,Standard,6,1045.82,0.0,1045.82
4151,697,2022-07-19,Middle East,Credit Card,Express,5,522.36,0.0,522.36
4152,1205,2024-03-20,Europe,UPI,Standard,2,149.22,5.99,155.21
4153,979,2024-08-17,North America,Apple Pay,Standard,4,1393.32,0.0,1393.32
4154,1580,2022-04-04,South America,Credit Card,Standard,3,535.08,0.0,535.08
4155,245,2023-04-22,Europe,Apple Pay,Same Day,6,950.84,0.0,950.84
4156,392,2024-11-12,South America,Apple Pay,Standard,5,692.79,0.0,692.79
4157,1362,2022-10-28,North America,Bank Transfer,Express,2,289.58,0.0,289.58
4158,148,2022-02-13,North America,Bank Transfer,Express,2,113.26,12.99,126.25
4159,987,2023-07-21,Middle East,Credit Card,Standard,1,42.56,5.99,48.55
4160,892,2022-03-31,Europe,UPI,Standard,2,209.21,5.99,215.2
4161,1220,2024-04-27,Middle East,Apple Pay,Standard,5,293.7,0.0,293.7
4162,925,2024-12-07,Europe,Credit Card,Express,1,29.1,12.99,42.09
4163,367,2023-04-09,Africa,PayPal,Express,6,222.67,12.99,235.66
4164,1953,2023-02-06,Asia,UPI,Standard,1,141.35,5.99,147.34
4165,1179,2023-08-27,Europe,UPI,Same Day,4,1354.37,0.0,1354.37
4166,1684,2023-05-13,North America,Debit Card,Express,3,187.29,12.99,200.28
4167,733,2023-12-10,North America,PayPal,Standard,4,1183.38,0.0,1183.38
4168,859,2022-06-30,North America,Debit Card,Express,6,1174.51,0.0,1174.51
4169,883,2023-11-18,Middle East,Credit Card,Standard,6,1779.56,0.0,1779.56
4170,948,2024-04-18,Africa,Apple Pay,Standard,5,419.75,0.0,419.75
4171,555,2022-04-07,Africa,UPI,Express,2,901.56,0.0,901.56
4172,616,2022-01-21,Asia,Debit Card,Express,1,463.45,0.0,463.45
4173,1777,2024-02-05,Asia,Credit Card,Standard,3,112.97,5.99,118.96
4174,1,2022-01-20,Africa,PayPal,Standard,2,92.68,5.99,98.67
4175,1626,2023-12-07,Africa,Apple Pay,Standard,4,384.67,0.0,384.67
4176,157,2024-07-10,South America,Credit Card,Standard,4,168.4,5.99,174.39
4177,194,2023-07-10,North America,UPI,Standard,6,780.51,0.0,780.51
4178,1213,2023-07-01,Africa,Bank Transfer,Standard,1,44.48,5.99,50.47
4179,165,2022-06-12,Middle East,Debit Card,Standard,2,229.52,5.99,235.51
4180,1763,2024-07-21,Asia,UPI,Express,1,75.38,12.99,88.37
4181,894,2023-01-04,North America,Bank Transfer,Express,1,230.87,12.99,243.86
4182,1246,2023-06-27,Middle East,Debit Card,Standard,3,113.55,5.99,119.54
4183,936,2022-03-14,Europe,Bank Transfer,Standard,3,534.09,0.0,534.09
4184,1450,2024-06-24,Europe,Bank Transfer,Standard,5,417.87,0.0,417.87
4185,189,2022-05-08,South America,PayPal,Standard,6,856.88,0.0,856.88
4186,115,2022-06-03,Middle East,PayPal,Same Day,1,37.3,21.99,59.29
4187,1898,2023-02-06,Middle East,UPI,Express,6,1944.69,0.0,1944.69
4188,471,2023-09-27,Asia,Bank Transfer,Standard,1,43.59,5.99,49.58
4189,1183,2022-03-28,Europe,Bank Transfer,Express,1,136.78,12.99,149.77
4190,1230,2024-08-01,Africa,Apple Pay,Express,2,70.18,12.99,83.17
4191,1212,2024-10-22,Asia,PayPal,Express,1,96.99,12.99,109.98
4192,1791,2022-08-30,Middle East,Credit Card,Standard,1,290.19,0.0,290.19
4193,902,2023-10-15,Middle East,UPI,Standard,5,952.75,0.0,952.75
4194,1510,2022-10-19,North America,PayPal,Standard,3,98.55,5.99,104.54
4195,762,2024-02-05,Asia,Credit Card,Standard,4,254.04,0.0,254.04
4196,335,2022-03-26,North America,PayPal,Same Day,3,268.83,0.0,268.83
4197,1138,2023-01-02,Asia,Bank Transfer,Express,1,83.68,12.99,96.67
4198,755,2023-04-10,Africa,Apple Pay,Standard,5,525.65,0.0,525.65
4199,560,2022-01-10,Middle East,Debit Card,Standard,1,37.94,5.99,43.93
4200,1926,2022-10-16,Europe,UPI,Standard,7,797.62,0.0,797.62
4201,1315,2023-01-17,Asia,PayPal,Standard,1,33.12,5.99,39.11
4202,156,2024-09-23,Asia,UPI,Standard,4,549.16,0.0,549.16
4203,799,2023-07-22,Asia,Bank Transfer,Standard,2,56.88,5.99,62.87
4204,294,2022-07-06,Africa,Debit Card,Standard,2,94.1,5.99,100.09
4205,125,2022-08-09,Middle East,UPI,Standard,1,203.45,5.99,209.44
4206,237,2023-07-15,Europe,UPI,Standard,2,158.47,5.99,164.46
4207,1700,2023-01-31,Asia,Bank Transfer,Standard,2,290.7,0.0,290.7
4208,815,2022-04-23,Asia,Apple Pay,Express,4,358.1,0.0,358.1
4209,831,2023-11-08,South America,Credit Card,Express,2,388.41,0.0,388.41
4210,1040,2024-04-09,North America,UPI,Standard,2,124.86,5.99,130.85
4211,890,2023-12-10,South America,Debit Card,Standard,2,146.0,5.99,151.99
4212,1593,2024-10-24,North America,UPI,Standard,4,438.12,0.0,438.12
4213,1651,2024-06-13,Middle East,Credit Card,Express,3,515.94,0.0,515.94
4214,746,2024-08-06,Middle East,Apple Pay,Standard,3,783.78,0.0,783.78
4215,370,2022-06-09,Europe,PayPal,Express,12,1175.42,0.0,1175.42
4216,1571,2022-10-13,North America,Debit Card,Standard,1,217.7,5.99,223.69
4217,1916,2022-06-15,Middle East,Credit Card,Standard,2,80.62,5.99,86.61
4218,1159,2024-06-25,South America,PayPal,Same Day,3,945.9,0.0,945.9
4219,83,2022-09-18,Asia,Apple Pay,Same Day,8,1346.48,0.0,1346.48
4220,1618,2024-03-09,North America,UPI,Standard,5,247.0,5.99,252.99
4221,1837,2024-11-11,North America,PayPal,Standard,1,120.18,5.99,126.17
4222,828,2022-04-20,Asia,PayPal,Standard,7,964.75,0.0,964.75
4223,1734,2023-09-01,Middle East,Debit Card,Standard,6,1656.22,0.0,1656.22
4224,1130,2022-06-18,Asia,Bank Transfer,Standard,3,376.75,0.0,376.75
4225,536,2024-11-22,Asia,Credit Card,Standard,1,228.2,5.99,234.19
4226,1510,2022-07-17,North America,Apple Pay,Same Day,2,923.45,0.0,923.45
4227,1285,2023-11-11,North America,Debit Card,Standard,3,610.38,0.0,610.38
4228,699,2024-10-17,North America,Credit Card,Standard,2,745.77,0.0,745.77
4229,1703,2024-11-09,Africa,Debit Card,Express,4,193.88,12.99,206.87
4230,3,2024-05-14,Middle East,Apple Pay,Standard,3,390.03,0.0,390.03
4231,301,2023-03-24,North America,Bank Transfer,Same Day,4,525.35,0.0,525.35
4232,727,2022-12-23,North America,UPI,Standard,6,3135.35,0.0,3135.35
4233,70,2023-12-30,Asia,PayPal,Same Day,5,794.43,0.0,794.43
4234,1235,2024-08-15,North America,UPI,Standard,1,145.76,5.99,151.75
4235,1844,2023-09-07,North America,Apple Pay,Standard,10,2198.58,0.0,2198.58
4236,1911,2024-12-14,Africa,Debit Card,Express,1,515.48,0.0,515.48
4237,1608,2024-05-29,Asia,Bank Transfer,Express,5,112.57,12.99,125.56
4238,1339,2024-10-28,South America,Debit Card,Express,2,317.32,0.0,317.32
4239,1063,2023-01-19,Europe,Credit Card,Standard,3,894.11,0.0,894.11
4240,133,2024-11-23,South America,Bank Transfer,Same Day,1,52.68,21.99,74.67
4241,405,2024-10-07,Europe,Apple Pay,Standard,4,425.04,0.0,425.04
4242,1073,2023-03-28,Middle East,Apple Pay,Express,1,729.86,0.0,729.86
4243,882,2022-05-30,Europe,Credit Card,Express,4,1897.63,0.0,1897.63
4244,1953,2022-03-29,Asia,Debit Card,Standard,3,1468.67,0.0,1468.67
4245,944,2024-07-04,Middle East,Credit Card,Standard,6,1631.63,0.0,1631.63
4246,1686,2023-01-28,South America,UPI,Standard,2,376.62,0.0,376.62
4247,1016,2024-08-04,South America,Credit Card,Express,1,49.57,12.99,62.56
4248,1311,2022-04-19,Europe,PayPal,Standard,6,186.87,5.99,192.86
4249,626,2022-11-13,South America,PayPal,Express,10,468.17,0.0,468.17
4250,1029,2024-02-15,Africa,Apple Pay,Standard,4,330.49,0.0,330.49
4251,1683,2022-08-13,South America,UPI,Standard,2,214.22,5.99,220.21
4252,928,2022-02-05,Asia,Debit Card,Express,1,192.94,12.99,205.93
4253,266,2023-04-02,North America,UPI,Standard,6,527.67,0.0,527.67
4254,122,2023-11-06,South America,PayPal,Standard,2,754.6,0.0,754.6
4255,1064,2024-06-14,Middle East,Apple Pay,Standard,4,1079.85,0.0,1079.85
4256,1697,2022-11-30,Asia,PayPal,Standard,2,102.54,5.99,108.53
4257,1117,2023-09-10,Europe,Bank Transfer,Standard,1,44.46,5.99,50.45
4258,1168,2023-04-07,Middle East,PayPal,Standard,6,1761.68,0.0,1761.68
4259,1227,2022-10-06,Europe,UPI,Same Day,2,42.5,21.99,64.49
4260,190,2023-10-17,North America,Apple Pay,Standard,1,29.97,5.99,35.96
4261,1802,2022-08-12,Asia,PayPal,Standard,1,159.55,5.99,165.54
4262,882,2023-10-24,Europe,Credit Card,Standard,4,375.16,0.0,375.16
4263,137,2022-03-19,North America,UPI,Standard,1,270.85,0.0,270.85
4264,1123,2022-06-19,Europe,Bank Transfer,Standard,2,56.6,5.99,62.59
4265,220,2024-09-11,Middle East,UPI,Standard,4,194.31,5.99,200.3
4266,827,2024-04-05,North America,Credit Card,Express,1,33.46,12.99,46.45
4267,1854,2022-02-05,Africa,PayPal,Same Day,1,144.88,21.99,166.87
4268,1396,2022-02-15,North America,PayPal,Standard,2,507.62,0.0,507.62
4269,535,2022-10-03,Middle East,Bank Transfer,Standard,1,75.85,5.99,81.84
4270,886,2024-08-30,Africa,UPI,Standard,4,283.92,0.0,283.92
4271,603,2022-12-14,North America,UPI,Standard,6,665.97,0.0,665.97
4272,530,2024-12-31,Asia,Apple Pay,Standard,2,151.46,5.99,157.45
4273,1730,2022-03-22,Asia,PayPal,Standard,12,2108.63,0.0,2108.63
4274,417,2024-07-16,Asia,UPI,Express,1,52.88,12.99,65.87
4275,1004,2022-10-09,Europe,Bank Transfer,Same Day,1,482.65,0.0,482.65
4276,1957,2024-07-14,Asia,Credit Card,Standard,1,155.69,5.99,161.68
4277,1358,2023-03-25,Middle East,UPI,Standard,3,1981.02,0.0,1981.02
4278,758,2024-10-25,Europe,Bank Transfer,Standard,1,110.24,5.99,116.23
4279,1147,2023-04-12,Africa,Apple Pay,Standard,2,55.03,5.99,61.02
4280,1280,2023-05-22,Middle East,Apple Pay,Express,3,181.6,12.99,194.59
4281,18,2024-08-12,Europe,Debit Card,Express,2,101.52,12.99,114.51
4282,1990,2023-10-23,Asia,Bank Transfer,Standard,2,172.73,5.99,178.72
